text,sentiment,predicted_sentiment,confidence
RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,Negative,Neutral,0.6197106838226318
"RT @tobiasximenez: Need to check the source, but seems like something logical he would say #GOPDebate #RepublicanPrimary http://t.co/Ev6cta…",Negative,Neutral,0.8132946491241455
"RT @danholler: Cruz hit unconstitutional executive actions, #PlannedParenthood, religious liberty and Iran deal in final answer. #GOPDebate",Neutral,Neutral,0.5506840944290161
beeteedubs.  If you have to play 'Lesser-of-17-Evils' with your party ... perhaps you need a new party.  #p2 #tcot #GOPDebate,Negative,Negative,0.6303681135177612
RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #…,Neutral,Neutral,0.735444962978363
Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative,Negative,0.6536529660224915
RT @elonjames: Not to be funny but I think I may tap out of the #GOPdebate now. Not one of these dudes should do any of our Foreign Policy.…,Negative,Negative,0.9107734560966492
RT @millbot: How did I miss this #GOPdebate #Santorum http://t.co/QwnSK4sCTM,Neutral,Negative,0.7451421022415161
This debate is to weed out some of these candidates. The way the moderators pivot to specific candidates are examples of this. #gopdebates,Negative,Neutral,0.6967146396636963
RT @JimmyJames38: Dayum! Carson just kicked that question in its throat. #GOPDebates,Neutral,Negative,0.6642158627510071
RT @ngomsiv: Donald Trump on the border last week #GOPDebate http://t.co/6UUIbRW06t,Neutral,Neutral,0.8514202833175659
RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,Positive,Positive,0.9858713746070862
RT @PARISDENNARD: 3 hours of #GOPDebates is enough for one night and I love politics…,Negative,Positive,0.90885990858078
File this under: Subjects Overlooked in the #GOPDebate http://t.co/L4X9stUjVM,Negative,Negative,0.6628948450088501
RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #…,Negative,Neutral,0.735444962978363
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP",Negative,Negative,0.9088008403778076
You are now promising free pizza every Friday and no homework ever again! #GOPDebates,Neutral,Negative,0.49434998631477356
RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,Negative,Neutral,0.4894941449165344
@KHOU @JebBush #GOPDebates he looks down on the base,Negative,Negative,0.6504359245300293
Biggest scam ever #Trump  #GOPDebate,Negative,Negative,0.881894052028656
#GOPDebate Did #foxnews actually ask a political issue question last night?,Negative,Neutral,0.7946338653564453
@gop general session in #Cleveland post #GOPDebate http://t.co/8Wd0PZWMfD,Neutral,Neutral,0.9253509640693665
"One thing you can say about the #GOPDebate last night, #DonaldTrump pretty much screwed himself of any chance of becoming President -",Negative,Negative,0.9056798815727234
RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,Negative,Neutral,0.6197106838226318
@Livestream #GOPDebate as an  Independent voter I wanted 2 C why should I even consider voting Republican,Neutral,Negative,0.6663686633110046
"RT @dominionIN: Blimey! #GOPDebate #Foxnews 
@FoxNews @piersmorgan http://t.co/GtXRtJ8yBN",Negative,Negative,0.5493141412734985
"best part of #GOPDebate -@realDonaldTrump telling @megynkelly ""we aint cool for real &amp; i dont have to be nice to yo ass""",Positive,Negative,0.5628323554992676
RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,Negative,Neutral,0.7641467452049255
#FoxDebates hates Trump because he doesn't need Koch money. #GOPDebates,Negative,Negative,0.8018515110015869
Dorp. #GOPDebate https://t.co/cy9C8nvS5y,Neutral,Neutral,0.7790343165397644
RT tates5a: SURPRISE OF THE NIGHT: BernieSanders won #GOPDebate with #DebateWithBernie on Twitter … http://t.co/BGlK509Gv0,Positive,Positive,0.5812683701515198
RT @EusebiaAq: @sternnschool Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LF…,Positive,Neutral,0.7943614721298218
RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,Negative,Neutral,0.4894941449165344
RT @Kerryepp: A debate should be between 2 candidates. Not between a candidate and a moderator. The moderators should be time keepers only.…,Negative,Neutral,0.8053379058837891
RT @Izac_Wright: THIS HAPPENED: Not a single mention of #votingrights on #VRA50 in tonight’s #GOPdebates,Negative,Negative,0.7389317750930786
A debate without moderation http://t.co/lPaeYdgEEk #GOPDebate,Negative,Neutral,0.6871837377548218
RT @itsRodT: This silencing of Ben Carson is just one glimpse into why tokenism doesn't work and just how racial hierarchy operates #GOPDeb…,Negative,Negative,0.9259549975395203
RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,Neutral,Neutral,0.6015002727508545
RT @SupermanHotMale: Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates,Negative,Negative,0.7944757342338562
RT @SalMasekela: Is Kasich aware that he's making sense? #GOPDebates,Positive,Neutral,0.8239305019378662
"The real voice of the #GOP in the #GOPDebate was @realDonaldTrump. @FoxNews don't be mad, he's only parroting what you have been sying 4yrs.",Negative,Neutral,0.6015489101409912
@jeremypiven after watching last night's #GOPDebate I've decided Ari Gold really had the best domestic policy... http://t.co/k6XA5rlo70,Negative,Positive,0.5792433619499207
"RT @gregbeharrell: #GOPDebate
Republican candidates, get your own identities. Complaining in Cleveland is LeBron's thing.",Negative,Negative,0.5894827842712402
"RT @AdamSmith_USA: Hey @GOP, @HillaryClinton has a few words for you regarding reproductive healthcare: #GOPDebate http://t.co/4SfORBTCap",Neutral,Neutral,0.9194695949554443
RT @RWSurferGirl: Why should @realDonaldTrump pledge support to the GOP when the establishment sold out to Obama? #GOPDebate  #GOPDebates 🇺🇸,Neutral,Negative,0.74741131067276
Mood after #GOPDebate http://t.co/404gmXjf64,Negative,Neutral,0.8087628483772278
RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,Negative,Neutral,0.7924673557281494
RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,Negative,Neutral,0.6015002727508545
RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,Negative,Neutral,0.7641467452049255
RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,Negative,Neutral,0.4894941449165344
"Not sure about Jeb Bush, but one thing I know for sure is that he didn't help himself w/last nights #GOPDebate. @OutnumberedFNC @ericbolling",Negative,Negative,0.7778139710426331
"DeclarationOfIndependence mentions
3 Rights:
Life,Liberty&amp;thePursuitOfHappiness. 
#GOPDebate reveals denial4someOfUS! http://t.co/5QyKiPOinB",Negative,Neutral,0.6922260522842407
RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,Negative,Neutral,0.7641467452049255
"RT @JamesFTInternet: And now, a live picture from the 'warm up"" #GOPDebate in Cleveland:
#ClownCar http://t.co/xJTnrV0uDK",Neutral,Neutral,0.7929202914237976
"@CarlyFiorina @realDonaldTrump #GOPDebate 
Country before party!  Why pledge away the option to do what may need to be done.",Positive,Neutral,0.5455610752105713
"The accuracy of it is mind blowing...
#GOPDebate http://t.co/xSXTYuykwp",Negative,Negative,0.4544588029384613
RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates 🇺🇸,Negative,Negative,0.9523224234580994
"Here's what they think about you, Ben Carson!!!! THEY DON'T LOVE YOU!!!! #GOPDebates http://t.co/1yQzZzEDNN",Negative,Negative,0.907863199710846
Ben Carson's was determined to get that joke out #GOPDebates,Neutral,Negative,0.5475404858589172
RT @goldietaylor: Commercial break! #GOPDebates http://t.co/NdE2oeJLmH,Positive,Neutral,0.8574692606925964
"RT @jefftiedrich: The Republican Party wakes up with a huge hangover, a splitting headache and no idea why it's in bed with Donald Trump. #…",Negative,Negative,0.8871572017669678
"Overall the main thing we learned from the #GOPDebate is that only straight, white, men matter.",Negative,Neutral,0.6517937183380127
Half way through the #GOPDebate 😬😯,Neutral,Neutral,0.786899745464325
RT @pst_II: Rand Paul comes across as the bad guy in a John Hughes film. #GOPDebates https://t.co/OODBonYfa9,Negative,Negative,0.627084493637085
Megan Kelly..you're fired! #GOPDebate,Negative,Negative,0.6629872918128967
Democrats should pay attention to Trump's performance tonight. He's still a racist. But everything he says is popular. #GOPDebates,Negative,Negative,0.7896679043769836
"Never Forget: Ted Cruz Never Supported Amnesty.
#GOPDebate",Negative,Negative,0.7463665008544922
"If Donald Trump wins the election, then we'll know we're on the Biff-stole-the-almanac timeline. #GOPDebate http://t.co/6f7jEbMo9k",Negative,Neutral,0.5269250869750977
RT @pattonoswalt: It's simple: Trump doesn't not want to not say he won't pledge not running against the winner if he does or doesn't not w…,Negative,Negative,0.6175345778465271
RT @SupermanHotMale: Dr. Carson talking about race is like trump talking about money. #Wrong #GopDebates,Negative,Negative,0.6624239087104797
"So, this Costco Cotes du Rone…give it about 30 minutes to open up. It's a great sipping wine #GOPDebates #ForYourNextParty",Neutral,Positive,0.9527593851089478
"RT @monaeltahawy: Women should start protesting #GOPDebates misogyny with ""Stay out of my vagina unless I want you in there!"" placards. (I …",Negative,Negative,0.841454267501831
RT @OstimusPrime: How I feel about politics #GOPDebate http://t.co/uprwVEI4kR,Negative,Neutral,0.8000001311302185
"RT @IndyUSA: This was @HillaryClinton’s response to the #GOPDebate - courtesy of @KimKardashian
 http://t.co/MUfdCn2tmR http://t.co/8Ekmkel…",Neutral,Neutral,0.9124487638473511
I was hoping there would be some opinions regarding the #GOPDebate on Twitter today.,Neutral,Neutral,0.8111615777015686
#GOPDebate Turns Spectacle and Leaves @realDonaldTrump on Top http://t.co/CdTY790RbB #TNTweeters #AINF #tlot #tcot #p2 #Latism,Negative,Neutral,0.7267355918884277
"Since journalists didn't point it out: not one mention of voting rights in the GOP debate, on 50th anniversary of VRA. #VRA50 #GOPDebate",Neutral,Negative,0.6600399017333984
RT @JimKilbane: #unions #teamsters #Walker16 #GOPDebate Facts are facts people. http://t.co/IEYSqoZDwD,Negative,Neutral,0.8128972053527832
This is how @bpolitics describes Megyn Kelly before quoting her Trump sexist comments question. Irony? #GOPDebate http://t.co/e1dHZKtjDw,Negative,Negative,0.6572337746620178
"#GOPDebate Democrats’ debate will be different. There Hillary Clinton will debate herself, changing her mask every 5 minutes ... #satire",Negative,Neutral,0.7033332586288452
"Today is ""International Beer Day,"" conveniently scheduled after ""International Listen to Republicans Talk for Two Hours Day.""

#GOPDebate",Negative,Neutral,0.7632168531417847
RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,Negative,Negative,0.902289092540741
"""I never said that, I think rapes women should definitely have that baby!"" Marco Rubio #GOPDebates",Negative,Neutral,0.6914758682250977
Oh here we go. The veterans pawn. #GOPDebates,Negative,Negative,0.7485714554786682
"#GOPDebate ignored America’s 45 million poor, but didn’t stop the candidates from mentioning “immigration” and “illegal” as the real threat",Negative,Negative,0.8846423625946045
RT @SalTrifilio: Can we get @BernieSanders on a debate floor soon?? Need something to wash the taste of #GOPDebate word vomit out of my mou…,Negative,Negative,0.6916931867599487
"My favorite moment from last night's #GOPDebate. (Not an endorsement.)
https://t.co/w53nMImi83",Positive,Positive,0.8607784509658813
"@USFree4life I thought @seanhannity had the best post #GOPDebate interviews of the night, gave them all a chance 2straighten their position.",Positive,Positive,0.8647230267524719
RT @newlinla: My friends' 3-year-old's thoughts on Donald Trump are hilarious. #UniteBlue #GOPDebate http://t.co/gJ37M8NaM9,Negative,Positive,0.5184760689735413
"RT @kelkulus: SURPRISE TWIST: Kevin Spacey appears on stage, taps his ring on the podium, then pushes all 10 candidates in front of a train…",Neutral,Neutral,0.8112208843231201
"RT @DougBenson: ""I'll stop illegal immigration by closing all the bridges."" -C crispie #GOPDebates",Neutral,Neutral,0.5786493420600891
I was RIGHT! I should be an independent political strategist! #Trump failing #Fox focus poll! #Kasich is moving up! #GOPDebates,Neutral,Negative,0.6242642998695374
"So, in conclusion, how fucked-up were your parents and how Christian are you as a result? #GOPDebates #theyallhaveananswer",Negative,Negative,0.9346377849578857
#RandPaul Got the Least Talk Time of Any Debate Candidate #GOPDebate http://t.co/RAm2SItAa1,Neutral,Negative,0.5588618516921997
"Politics in USA is a joke. Need rim shots for comments, hook &amp; gong. Absofuckinglutely reduculous. Turned into reality tv show #GOPDebate",Negative,Negative,0.9280481934547424
They were a mess!!! #GOPDebate  https://t.co/93SdCTvcQ9,Negative,Negative,0.9166114330291748
@weeklystandard @JayCostTWS @realDonaldTrump your attempts to put him down are hilariously desperate. #GOPDebate #Trump2016,Negative,Negative,0.9169821739196777
You'd think God had a role in running this country. http://t.co/fcL1hDYxgN #GOPDebate #fail,Negative,Negative,0.856365442276001
@CBSMiami #GOPDebate @RepEliotEngel CAN WE BE 100% SURE @POTUS ISN'T BEHIDE THIS #WTF HIM BANGING MY EX WAS A SECRET https://t.co/sWEC9ggCF6,Negative,Negative,0.6958163976669312
@ericbolling I'm noticing that as well! Talk to Cruz!!! #gopdebate #gopdebates #tedcruz,Neutral,Neutral,0.7784838676452637
RT @jsc1835: Chris Christie - You want to increase our military troops?  While the GOP in Congress vote AGAINST veterans...  #GOPDebates,Negative,Negative,0.8129181265830994
Why's #Hillary the #clearchoice for #Dems? No one can explain her vision for the next 4 years?  But yet she's the clear choice? #GOPDebate,Neutral,Neutral,0.6600024700164795
Pres Obama has more brains in his little toe than all you totally fucking idiots have in your whole families combined #BOOM #GopDebates,Negative,Negative,0.8639840483665466
RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,Neutral,Neutral,0.7641467452049255
#Out Thank u for thoughtful reflection on #GOPDebate. A @FoxNews recovery. Some Trump ques lame BS fluff. Made Megyn look bad.,Positive,Negative,0.3582422137260437
RT @CloneNic: I’m basically in tears as I keep yelling “Separation of church and state” at my TV. #GOPDebate http://t.co/xKjLfiVwba,Neutral,Negative,0.752046525478363
RT @Desdemona4U: It was unfathomable that @megynkelly would ask Wasserman-Schultz to do a postmortem on the #GOPDebates. #SURREAL https://t…,Negative,Negative,0.8622802495956421
Perfect #GOPDebate  https://t.co/r5OZZtaeAb,Positive,Positive,0.7602322101593018
RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,Negative,Neutral,0.6015002727508545
Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative,Negative,0.5827814340591431
RT @sassyandcowgirl: WTH @megynkelly Do we really give a damn what @DWStweets lies about. #GOPDebates https://t.co/pY8ydiQkyA,Negative,Negative,0.9271995425224304
"RT @mkdclsn: 29 RTs for truth, doing what you say. https://t.co/0RiaOiPYkQ Join @tedcruz's fight: http://t.co/qUSaXyQqVn #GOPDebate #RSR15",Positive,Neutral,0.8742194771766663
"If the Clintons sat front row at Trump's wedding, did he score an invite to Chelsea's? #GOPDebate",Neutral,Neutral,0.8970814943313599
"No substantive conversation about income inequality, declining wages, social security or race and minorities. #GOPDebate about nothing.",Negative,Negative,0.8212336897850037
RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,Negative,Neutral,0.6015002727508545
So after the #GOPDebate last night I think I know who I want to be president. #MegynKelly #MegynKellyforPresident #MegynKelly2016,Positive,Neutral,0.5400332808494568
RT @ancapkatie: Rand don't call yourself a Reagan conservative let's just remember how many times he raised taxes #GOPDebate,Negative,Neutral,0.5505315065383911
"Srsly America, if you give one of those guys the launch code to the nukes I live right under their flightpath, so *please* don't #gopdebates",Negative,Negative,0.8861308097839355
RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,Negative,Neutral,0.7924673557281494
RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,Neutral,Neutral,0.6015002727508545
"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",Negative,Negative,0.793129563331604
"RT @SupermanHotMale: No, Rand Paul does not have a budget, he has budgets... multiple sets of books? Yep... #GopDebates",Neutral,Neutral,0.6243038177490234
My main takeaway from last night's #GOPDebate? Poor Melania. #Trump,Negative,Negative,0.8067996501922607
"RT @lizadonnelly: Visually, the #GOPDebate could have used more dancing, IMHO. My cartoon roundup in tweet drawing!! https://t.co/SJiZ8A2ZUf",Negative,Neutral,0.6162485480308533
Serious Q: Do other civilized (interpret that how you will) nations allow their elections to turn into such a circus of clowns? #GOPDebate,Negative,Negative,0.8330425024032593
"#GOPDebate 
It's not just what #Trump said, but what others said about what he said.
Daniel Drezner v David Frum http://t.co/hjsmeZcPni",Neutral,Neutral,0.753263533115387
RT @edwrather: Trump slams Megyn Kelly http://t.co/oBNQDPOemX via @worldnetdaily #GOPDebate #Tcot #ccot #pjnet #WakeUpAmerica #MakeDCListen,Positive,Negative,0.5754510164260864
#GOPDebates Dr Ben is damn funny!,Positive,Positive,0.6931071281433105
if you were a republican before the #GOPDebate &amp; are still a republican after the debate congratulations on letting your true idiocy shine,Negative,Negative,0.565597653388977
RT @jsc1835: #GOPDebates  I'd like to see this bunch of losers work a construction until they're 70 years old.  #Delusional,Negative,Negative,0.9341383576393127
This would be much better if they'd had a bracketed battle bot competition. Only the 4 finalist bot builders get to debate. #GOPdebates,Neutral,Neutral,0.6093781590461731
When Donald Trump calls out Rosie ODonald 👌🏼😂 #GOPdebates,Positive,Neutral,0.73122638463974
RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,Negative,Neutral,0.7924673557281494
"RT @RealBenCarson: Supporter Question: ""What's your most overused word?"" My Answer: ""Oh my..."" A great day here at #GOPDebate. #BC2DC16 htt…",Neutral,Positive,0.9606812596321106
RT @Couranto: Rush now mocking Megyn Kelly as self serving &amp; narcissistic. #KellyFile #GOPDebate #FOXDebate,Negative,Negative,0.7892230153083801
RT @_HerKing__: For your entertainment. #GOPDebates http://t.co/rEAvo89PTj,Negative,Neutral,0.8013114333152771
RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative,Negative,0.6536529660224915
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP",Negative,Negative,0.9088008403778076
RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,Negative,Neutral,0.6197106838226318
"RT @laurenreeves: ""Stay tuned for closing statements, final thoughts, and God."" And then I turned off the TV, I'm good. #GOPDebates",Negative,Positive,0.5639519095420837
RT @jjauthor: The policies of Barack Obama have managed to provide neither peace nor prosperity! #GOPDebate @realDonaldTrump @tedcruz,Negative,Negative,0.9000498652458191
RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative,Negative,0.5827814340591431
RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,Negative,Neutral,0.6015002727508545
"RT @wilw: Boy, I bet the mood in the clown car is going to be TENSE when these jerks leave the #GOPDebate.",Negative,Negative,0.9035528302192688
RT @patriotmom61: Rick Santorum at The Des Moines Register soapbox https://t.co/hfqVXAiqPh A boatrocker who got things done. #GOPDebate #Io…,Positive,Neutral,0.760941207408905
RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,Negative,Neutral,0.7790413498878479
RT @JohnGGalt: How many blowjobs do you think Monica Lewinsky gave Bill Clinton in the oval office? #GOPDebate,Negative,Neutral,0.7786344885826111
is there any way I can watch the whole debate from last night?? #help #GOPDebate,Neutral,Neutral,0.9233203530311584
RT @NARAL: .@BobbyJindal brags about how anti-choice his state is; @amprog report in 2013 said Louisiana was WORST state for women. #OwnIt …,Negative,Negative,0.8289304375648499
RT @davidsingletary: 11:11 #MakeAWish (and please let it be for better future leaders for our country after watching this #GOPDebate ),Negative,Neutral,0.5175058841705322
RT @patriotmom61: Did you know? Rick Santorum on Donald Trump and Donald Trump on Blue Collar Conservatives https://t.co/duUPR696nr #GOPDeb…,Negative,Neutral,0.8951085209846497
"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…",Negative,Negative,0.7117064595222473
RT @erinmallorylong: Me during the Planned Parenthood bit of the #GOPDebate http://t.co/qC8z8kkYE6,Negative,Neutral,0.8179432153701782
"RT @thehill: Rubio: God blessed GOP with good candidates, but the Dems can't find one: http://t.co/m6kEVwuaYL #GOPDebate http://t.co/8FjT3f…",Neutral,Negative,0.41704872250556946
God. Brains. Veterans. #GOPDebates,Neutral,Negative,0.7922374606132507
